Statistik,Gebiet,Geschlecht,Jahr,Alter,Kalenderwoche,Sterbefaelle,Qualitaetskennzeichen
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,30-34,15,59,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,35-39,15,109,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,40-44,15,201,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,45-49,15,309,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,50-54,15,465,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,55-59,15,514,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,60-64,15,993,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,65-69,15,1420,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,70-74,15,1704,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,75-79,15,2339,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,80-84,15,2957,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,85-89,15,1842,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,90-94,15,1867,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,95+,15,687,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,Insgesamt,16,15741,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,0-29,16,189,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,30-34,16,61,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,35-39,16,134,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,40-44,16,229,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,45-49,16,301,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,50-54,16,436,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,55-59,16,533,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,60-64,16,1036,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,65-69,16,1426,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,70-74,16,1663,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,75-79,16,2286,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,80-84,16,2945,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,85-89,16,1887,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,90-94,16,1995,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,95+,16,620,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,Insgesamt,17,15554,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,0-29,17,224,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,30-34,17,54,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,35-39,17,112,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,40-44,17,216,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,45-49,17,321,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,50-54,17,448,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,55-59,17,557,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,60-64,17,1046,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,65-69,17,1464,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,70-74,17,1709,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,75-79,17,2277,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,80-84,17,2879,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,85-89,17,1795,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,90-94,17,1820,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,95+,17,632,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,Insgesamt,18,15652,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,0-29,18,237,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,30-34,18,77,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,35-39,18,112,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,40-44,18,222,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,45-49,18,316,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,50-54,18,432,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,55-59,18,531,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,60-64,18,1019,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,65-69,18,1474,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,70-74,18,1726,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,75-79,18,2319,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,80-84,18,2916,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,85-89,18,1796,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,90-94,18,1814,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,95+,18,661,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,Insgesamt,19,15213,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,0-29,19,211,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,30-34,19,60,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,35-39,19,120,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,40-44,19,213,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,45-49,19,317,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,50-54,19,471,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,55-59,19,569,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,60-64,19,927,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,65-69,19,1420,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,70-74,19,1667,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,75-79,19,2201,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,80-84,19,2832,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,85-89,19,1752,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,90-94,19,1796,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,95+,19,657,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,Insgesamt,20,14908,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,0-29,20,193,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,30-34,20,54,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,35-39,20,136,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,40-44,20,198,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,45-49,20,321,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,50-54,20,443,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,55-59,20,531,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,60-64,20,991,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,65-69,20,1403,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,70-74,20,1635,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,75-79,20,2192,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,80-84,20,2742,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,85-89,20,1724,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,90-94,20,1759,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,95+,20,586,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,Insgesamt,21,14872,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,0-29,21,208,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,30-34,21,49,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,35-39,21,119,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,40-44,21,192,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,45-49,21,342,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,50-54,21,432,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,55-59,21,542,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,60-64,21,930,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,65-69,21,1454,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,70-74,21,1574,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,75-79,21,2202,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,80-84,21,2775,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,85-89,21,1732,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,90-94,21,1700,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,95+,21,621,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,Insgesamt,22,14939,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,0-29,22,209,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,30-34,22,67,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,35-39,22,130,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,40-44,22,197,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,45-49,22,313,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,50-54,22,430,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,55-59,22,540,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,60-64,22,1040,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,65-69,22,1352,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,70-74,22,1641,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,75-79,22,2177,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,80-84,22,2705,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,85-89,22,1785,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,90-94,22,1768,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,95+,22,585,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,Insgesamt,23,15179,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,0-29,23,203,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,30-34,23,61,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,35-39,23,115,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,40-44,23,202,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,45-49,23,325,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,50-54,23,444,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,55-59,23,514,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,60-64,23,995,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,65-69,23,1458,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,70-74,23,1658,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,75-79,23,2171,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,80-84,23,2818,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,85-89,23,1779,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,90-94,23,1813,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,95+,23,623,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,Insgesamt,24,15762,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,0-29,24,221,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,30-34,24,61,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,35-39,24,133,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,40-44,24,207,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,45-49,24,369,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,50-54,24,497,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,55-59,24,557,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,60-64,24,956,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,65-69,24,1444,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,70-74,24,1706,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,75-79,24,2394,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,80-84,24,2875,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,85-89,24,1845,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,90-94,24,1844,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,95+,24,653,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,Insgesamt,25,14741,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,0-29,25,197,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,30-34,25,75,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,35-39,25,121,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,40-44,25,197,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,45-49,25,347,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,50-54,25,420,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,55-59,25,515,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,60-64,25,989,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,65-69,25,1378,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,70-74,25,1644,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,75-79,25,2209,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,80-84,25,2634,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,85-89,25,1625,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,90-94,25,1804,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,95+,25,586,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,Insgesamt,26,14541,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,0-29,26,194,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,30-34,26,72,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,35-39,26,125,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,40-44,26,208,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,45-49,26,323,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,50-54,26,412,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,55-59,26,542,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,60-64,26,927,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,65-69,26,1325,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,70-74,26,1581,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,75-79,26,2133,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,80-84,26,2747,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,85-89,26,1672,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,90-94,26,1705,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,95+,26,575,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,Insgesamt,27,14705,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,0-29,27,218,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,30-34,27,52,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,35-39,27,113,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,40-44,27,202,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,45-49,27,319,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,50-54,27,441,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,55-59,27,576,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,60-64,27,934,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,65-69,27,1442,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,70-74,27,1590,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,75-79,27,2158,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,80-84,27,2736,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,85-89,27,1605,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,90-94,27,1758,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,95+,27,561,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,Insgesamt,28,14503,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,0-29,28,204,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,30-34,28,56,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,35-39,28,139,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,40-44,28,222,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,45-49,28,298,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,50-54,28,460,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,55-59,28,509,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,60-64,28,956,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,65-69,28,1337,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,70-74,28,1626,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,75-79,28,2121,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,80-84,28,2641,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,85-89,28,1661,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,90-94,28,1709,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,95+,28,564,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,Insgesamt,29,14968,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,0-29,29,217,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,30-34,29,64,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,35-39,29,108,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,40-44,29,201,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,45-49,29,317,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,50-54,29,464,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,55-59,29,508,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,60-64,29,946,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,65-69,29,1378,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,70-74,29,1557,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,75-79,29,2325,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,80-84,29,2780,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,85-89,29,1707,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,90-94,29,1793,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,95+,29,603,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,Insgesamt,30,15046,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,0-29,30,219,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,30-34,30,75,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,35-39,30,116,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,40-44,30,216,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,45-49,30,308,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,50-54,30,460,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,55-59,30,513,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,60-64,30,951,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,65-69,30,1391,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,70-74,30,1566,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,75-79,30,2271,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,80-84,30,2760,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,85-89,30,1721,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,90-94,30,1832,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,95+,30,647,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,Insgesamt,31,14469,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,0-29,31,214,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,30-34,31,56,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,35-39,31,118,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,40-44,31,215,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,45-49,31,284,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,50-54,31,482,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,55-59,31,523,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,60-64,31,926,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,65-69,31,1364,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,70-74,31,1534,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,75-79,31,2232,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,80-84,31,2657,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,85-89,31,1606,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,90-94,31,1637,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,95+,31,621,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,Insgesamt,32,15579,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,0-29,32,215,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,30-34,32,69,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,35-39,32,132,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,40-44,32,219,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,45-49,32,312,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,50-54,32,436,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,55-59,32,542,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,60-64,32,987,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,65-69,32,1489,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,70-74,32,1682,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,75-79,32,2335,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,80-84,32,2915,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,85-89,32,1711,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,90-94,32,1886,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,95+,32,649,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,Insgesamt,33,15293,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,0-29,33,253,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,30-34,33,77,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,35-39,33,131,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,40-44,33,231,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,45-49,33,357,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,50-54,33,457,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,55-59,33,579,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,60-64,33,887,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,65-69,33,1405,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,70-74,33,1609,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,75-79,33,2229,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,80-84,33,2810,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,85-89,33,1767,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,90-94,33,1838,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,95+,33,663,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,Insgesamt,34,14486,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,0-29,34,195,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,30-34,34,52,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,35-39,34,126,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,40-44,34,211,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,45-49,34,290,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,50-54,34,406,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,55-59,34,492,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,60-64,34,905,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,65-69,34,1315,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,70-74,34,1531,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,75-79,34,2150,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,80-84,34,2689,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,85-89,34,1682,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,90-94,34,1772,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,95+,34,670,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,Insgesamt,35,14297,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,0-29,35,206,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,30-34,35,62,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,35-39,35,135,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,40-44,35,202,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,45-49,35,310,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,50-54,35,421,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,55-59,35,543,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,60-64,35,824,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,65-69,35,1362,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,70-74,35,1573,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,75-79,35,2102,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,80-84,35,2652,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,85-89,35,1607,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,90-94,35,1721,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,95+,35,577,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,Insgesamt,36,14639,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,0-29,36,199,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,30-34,36,53,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,35-39,36,119,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,40-44,36,210,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,45-49,36,320,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,50-54,36,457,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,55-59,36,523,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,60-64,36,955,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,65-69,36,1272,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,70-74,36,1680,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,75-79,36,2190,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,80-84,36,2710,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,85-89,36,1640,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,90-94,36,1719,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,95+,36,592,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,Insgesamt,37,14850,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2004,0-29,37,201,e
