Statistik,Gebiet,Geschlecht,Jahr,Alter,Kalenderwoche,Sterbefaelle,Qualitaetskennzeichen
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,80-84,28,2658,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,85-89,28,3898,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,90-94,28,2414,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,95+,28,1054,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,29,17583,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,0-29,29,155,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,30-34,29,53,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,35-39,29,90,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,40-44,29,112,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,45-49,29,172,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,50-54,29,272,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,55-59,29,554,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,60-64,29,962,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,65-69,29,1277,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,70-74,29,1689,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,75-79,29,1911,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,80-84,29,2889,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,85-89,29,3978,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,90-94,29,2389,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,95+,29,1074,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,30,17143,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,0-29,30,133,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,30-34,30,52,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,35-39,30,67,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,40-44,30,129,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,45-49,30,155,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,50-54,30,259,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,55-59,30,531,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,60-64,30,905,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,65-69,30,1294,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,70-74,30,1647,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,75-79,30,1814,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,80-84,30,2804,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,85-89,30,3850,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,90-94,30,2494,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,95+,30,1009,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,31,16625,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,0-29,31,133,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,30-34,31,46,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,35-39,31,75,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,40-44,31,113,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,45-49,31,149,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,50-54,31,278,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,55-59,31,527,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,60-64,31,916,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,65-69,31,1274,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,70-74,31,1535,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,75-79,31,1845,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,80-84,31,2689,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,85-89,31,3677,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,90-94,31,2303,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,95+,31,1068,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,32,17408,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,0-29,32,130,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,30-34,32,44,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,35-39,32,70,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,40-44,32,113,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,45-49,32,150,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,50-54,32,244,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,55-59,32,539,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,60-64,32,936,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,65-69,32,1293,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,70-74,32,1673,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,75-79,32,1951,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,80-84,32,2823,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,85-89,32,4004,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,90-94,32,2376,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,95+,32,1060,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,33,18383,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,0-29,33,161,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,30-34,33,46,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,35-39,33,92,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,40-44,33,135,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,45-49,33,172,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,50-54,33,256,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,55-59,33,582,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,60-64,33,998,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,65-69,33,1288,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,70-74,33,1718,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,75-79,33,2002,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,80-84,33,2945,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,85-89,33,4229,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,90-94,33,2639,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,95+,33,1118,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,34,16915,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,0-29,34,141,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,30-34,34,52,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,35-39,34,75,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,40-44,34,99,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,45-49,34,179,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,50-54,34,265,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,55-59,34,581,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,60-64,34,1013,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,65-69,34,1193,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,70-74,34,1669,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,75-79,34,1795,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,80-84,34,2684,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,85-89,34,3790,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,90-94,34,2358,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,95+,34,1021,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,35,17421,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,0-29,35,143,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,30-34,35,56,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,35-39,35,64,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,40-44,35,109,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,45-49,35,165,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,50-54,35,282,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,55-59,35,598,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,60-64,35,950,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,65-69,35,1260,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,70-74,35,1585,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,75-79,35,1882,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,80-84,35,2779,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,85-89,35,3917,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,90-94,35,2520,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,95+,35,1113,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,36,17127,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,0-29,36,132,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,30-34,36,50,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,35-39,36,87,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,40-44,36,127,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,45-49,36,166,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,50-54,36,275,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,55-59,36,553,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,60-64,36,910,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,65-69,36,1249,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,70-74,36,1633,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,75-79,36,1802,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,80-84,36,2784,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,85-89,36,3836,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,90-94,36,2444,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,95+,36,1077,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,37,16876,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,0-29,37,131,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,30-34,37,43,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,35-39,37,65,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,40-44,37,105,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,45-49,37,156,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,50-54,37,260,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,55-59,37,531,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,60-64,37,990,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,65-69,37,1261,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,70-74,37,1587,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,75-79,37,1863,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,80-84,37,2683,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,85-89,37,3817,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,90-94,37,2372,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,95+,37,1010,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,38,17879,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,0-29,38,134,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,30-34,38,42,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,35-39,38,77,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,40-44,38,110,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,45-49,38,151,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,50-54,38,289,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,55-59,38,568,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,60-64,38,940,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,65-69,38,1315,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,70-74,38,1697,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,75-79,38,1924,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,80-84,38,2899,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,85-89,38,3999,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,90-94,38,2541,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,95+,38,1194,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,39,17434,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,0-29,39,131,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,30-34,39,55,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,35-39,39,77,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,40-44,39,120,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,45-49,39,165,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,50-54,39,253,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,55-59,39,567,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,60-64,39,943,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,65-69,39,1275,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,70-74,39,1635,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,75-79,39,1923,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,80-84,39,2827,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,85-89,39,3960,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,90-94,39,2466,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,95+,39,1035,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,40,18130,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,0-29,40,126,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,30-34,40,54,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,35-39,40,76,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,40-44,40,116,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,45-49,40,170,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,50-54,40,270,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,55-59,40,532,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,60-64,40,963,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,65-69,40,1303,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,70-74,40,1634,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,75-79,40,1933,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,80-84,40,3034,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,85-89,40,4145,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,90-94,40,2625,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,95+,40,1149,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,41,18759,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,0-29,41,117,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,30-34,41,31,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,35-39,41,62,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,40-44,41,110,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,45-49,41,162,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,50-54,41,290,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,55-59,41,549,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,60-64,41,1001,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,65-69,41,1388,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,70-74,41,1704,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,75-79,41,2044,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,80-84,41,3006,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,85-89,41,4349,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,90-94,41,2711,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,95+,41,1235,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,42,18386,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,0-29,42,128,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,30-34,42,45,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,35-39,42,77,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,40-44,42,122,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,45-49,42,186,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,50-54,42,254,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,55-59,42,572,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,60-64,42,951,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,65-69,42,1397,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,70-74,42,1663,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,75-79,42,2044,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,80-84,42,2927,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,85-89,42,4149,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,90-94,42,2712,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,95+,42,1158,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,43,19564,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,0-29,43,127,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,30-34,43,45,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,35-39,43,63,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,40-44,43,135,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,45-49,43,179,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,50-54,43,304,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,55-59,43,572,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,60-64,43,1039,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,65-69,43,1402,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,70-74,43,1809,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,75-79,43,2118,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,80-84,43,3032,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,85-89,43,4596,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,90-94,43,2875,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,95+,43,1269,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,44,19204,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,0-29,44,124,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,30-34,44,54,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,35-39,44,76,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,40-44,44,110,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,45-49,44,186,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,50-54,44,269,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,55-59,44,582,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,60-64,44,972,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,65-69,44,1368,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,70-74,44,1664,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,75-79,44,2070,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,80-84,44,3101,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,85-89,44,4401,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,90-94,44,2968,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,95+,44,1255,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,45,19141,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,0-29,45,160,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,30-34,45,38,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,35-39,45,65,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,40-44,45,119,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,45-49,45,181,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,50-54,45,269,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,55-59,45,568,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,60-64,45,1042,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,65-69,45,1338,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,70-74,45,1685,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,75-79,45,2107,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,80-84,45,3087,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,85-89,45,4434,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,90-94,45,2787,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,95+,45,1264,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,46,19186,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,0-29,46,128,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,30-34,46,43,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,35-39,46,77,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,40-44,46,110,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,45-49,46,174,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,50-54,46,267,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,55-59,46,580,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,60-64,46,969,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,65-69,46,1367,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,70-74,46,1752,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,75-79,46,2059,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,80-84,46,3022,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,85-89,46,4488,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,90-94,46,2855,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,95+,46,1299,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,47,19072,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,0-29,47,129,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,30-34,47,48,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,35-39,47,83,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,40-44,47,105,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,45-49,47,183,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,50-54,47,271,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,55-59,47,560,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,60-64,47,978,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,65-69,47,1295,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,70-74,47,1727,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,75-79,47,2124,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,80-84,47,2974,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,85-89,47,4571,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,90-94,47,2826,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,95+,47,1196,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,48,20066,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,0-29,48,143,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,30-34,48,41,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,35-39,48,69,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,40-44,48,108,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,45-49,48,207,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,50-54,48,279,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,55-59,48,591,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,60-64,48,1088,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,65-69,48,1418,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,70-74,48,1804,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,75-79,48,2178,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,80-84,48,3176,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,85-89,48,4651,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,90-94,48,2995,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,95+,48,1320,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,49,20023,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,0-29,49,118,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,30-34,49,35,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,35-39,49,75,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,40-44,49,120,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,45-49,49,204,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,50-54,49,292,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,55-59,49,617,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,60-64,49,993,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,65-69,49,1416,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,70-74,49,1800,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,75-79,49,2175,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,80-84,49,3114,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,85-89,49,4684,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,90-94,49,3067,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,95+,49,1313,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,Insgesamt,50,19993,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,0-29,50,123,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,30-34,50,53,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,35-39,50,72,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,40-44,50,101,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,45-49,50,167,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,50-54,50,282,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,55-59,50,575,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,60-64,50,998,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,65-69,50,1437,p
Statistik der Sterbefälle,Deutschland,Insgesamt,2025,70-74,50,1805,p
