year,month,icd10_code,icd10_desc,value
2009,Jul,A00-B99,KAPITEL I: Bestimmte infektiöse und parasitäre Krankheiten,1232
2009,Jul,A00-A09,Infektiöse Darmkrankheiten,178
2009,Jul,A15-A19,Tuberkulose,33
2009,Jul,B15-B19,Virushepatitis,80
2009,Jul,B20-B24,HIV-Krankheit (Humane Immundefizienz-Viruskrankheit),26
2009,Jul,C00-D48,KAPITEL II: Neubildungen,18490
2009,Jul,C00-C97,Bösartige Neubildungen,18010
2009,Jul,C15-C26,Bösartige Neubildungen der Verdauungsorgane,5845
2009,Jul,C30-C39,Bösartige Neubildungen der Atmungsorgane und sonstiger intrathorakaler Organe,3649
2009,Jul,C43-C44,Melanom und sonstige bösartige Neubildungen der Haut,266
2009,Jul,C50,Bösartige Neubildung der Brustdrüse,1359
2009,Jul,C51-C58,Bösartige Neubildungen der weiblichen Genitalorgane,944
2009,Jul,C60-C63,Bösartige Neubildungen der männlichen Genitalorgane,1072
2009,Jul,C64-C68,Bösartige Neubildungen der Harnorgane,1026
2009,Jul,C81-C96,"Bösartige Neubildungen des lymphatischen, blutbildenden und verwandten Gewebes",1389
2009,Jul,D50-D89,KAPITEL III: Krankheiten des Blutes und der blutbildenden Organe sowie bestimmte Störungen mit Beteiligung des Immunsystems,190
2009,Jul,E00-E90,"KAPITEL IV: Endokrine, Ernährungs- und Stoffwechselkrankheiten",2124
2009,Jul,E10-E14,Diabetes mellitus,1718
2009,Jul,F00-F99,KAPITEL V: Psychische und Verhaltensstörungen,1777
2009,Jul,F10-F19,Psychische und Verhaltensstörungen durch psychotrope Substanzen,483
2009,Jul,F10,Psychische und Verhaltensstörungen durch Alkohol,397
2009,Jul,G00-G99,KAPITEL VI: Krankheiten des Nervensystems,1546
2009,Jul,I00-I99,KAPITEL IX: Krankheiten des Kreislaufsystems,26727
2009,Jul,I10-I15,Hypertonie (Hochdruckkrankheit),2377
2009,Jul,I20-I25,Ischämische Herzkrankheiten,9973
2009,Jul,I21,Akuter Myokardinfarkt,4105
2009,Jul,I22,Rezidivierender Myokardinfarkt,298
2009,Jul,I30-I52,Sonstige Formen der Herzkrankheit,6874
2009,Jul,I60-I69,Zerebrovaskuläre Krankheiten,4797
2009,Jul,I64,"Schlaganfall, nicht als Blutung oder Infarkt bez.",1895
2009,Jul,I70-I79,"Krankheiten der Arterien, Arteriolen und Kapillaren",1565
2009,Jul,J00-J99,KAPITEL X: Krankheiten des Atmungssystems,4400
2009,Jul,J00-J06,Akute Infektionen der oberen Atemwege,7
2009,Jul,J10-J18,Grippe und Pneumonie,1462
2009,Jul,J10,Grippe durch nachgewiesene Influenzaviren,0
2009,Jul,J11,"Grippe, Viren nicht nachgewiesen",3
2009,Jul,J20-J22,Sonstige akute Infektionen der unteren Atemwege,54
2009,Jul,J40-J47,Chronische Krankheiten der unteren Atemwege,2073
2009,Jul,K00-K93,KAPITEL XI: Krankheiten des Verdauungssystems,3299
2009,Jul,K70-K77,Krankheiten der Leber,1195
2009,Jul,N00-N99,KAPITEL XIV: Krankheiten des Urogenitalsystems,1488
2009,Jul,O00-O99,"KAPITEL XV: Schwangerschaft, Geburt und Wochenbett",6
2009,Jul,P00-P96,"KAPITEL XVI: Bestimmte Zustände, die ihren Ursprung in der Perinatalperiode haben",116
2009,Jul,Q00-Q99,"KAPITEL XVII: Angeborene Fehlbildungen, Deformitäten und Chromosomenanomalien",109
2009,Jul,R00-R99,"KAPITEL XVIII: Symptome und abnorme klinische und Laborbefunde, die a.n.k. sind",1877
2009,Jul,R95,Plötzlicher Kindstod,22
2009,Jul,S00-T98,"KAPITEL XIX: Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",2611
2009,Jul,S00-S09,Verletzungen des Kopfes,554
2009,Jul,S70-S79,Verletzungen der Hüfte und des Oberschenkels,281
2009,Jul,T00-T07,Verletzungen mit Beteiligung mehrerer Körperregionen,387
2009,Jul,T20-T32,Verbrennungen oder Verätzungen,25
2009,Jul,T33-T35,Erfrierungen,0
2009,Jul,T51-T65,Toxische Wirkungen von vorwiegend nicht medizinisch verwendeten Substanzen,58
2009,Jul,T66-T78,Sonstige und n.n.bez. Schäden durch äußere Ursachen,533
2009,Jul,V01-V99,Transportmittelunfälle,386
2009,Jul,W00-W19,Stürze,699
2009,Jul,W65-W74,Unfälle durch Ertrinken und Untergehen,47
2009,Jul,X60-X84,Vorsätzliche Selbstbeschädigung,828
2009,Jul,X85-Y09,Tätlicher Angriff,32
2009,Jul,Y10-Y34,"Ereignis, dessen nähere Umstände unbestimmt sind",206
2009,Aug,Insgesamt,Insgesamt,65043
2009,Aug,A00-B99,KAPITEL I: Bestimmte infektiöse und parasitäre Krankheiten,1128
2009,Aug,A00-A09,Infektiöse Darmkrankheiten,135
2009,Aug,A15-A19,Tuberkulose,21
2009,Aug,B15-B19,Virushepatitis,62
2009,Aug,B20-B24,HIV-Krankheit (Humane Immundefizienz-Viruskrankheit),28
2009,Aug,C00-D48,KAPITEL II: Neubildungen,18198
2009,Aug,C00-C97,Bösartige Neubildungen,17721
2009,Aug,C15-C26,Bösartige Neubildungen der Verdauungsorgane,5691
2009,Aug,C30-C39,Bösartige Neubildungen der Atmungsorgane und sonstiger intrathorakaler Organe,3540
2009,Aug,C43-C44,Melanom und sonstige bösartige Neubildungen der Haut,271
2009,Aug,C50,Bösartige Neubildung der Brustdrüse,1393
2009,Aug,C51-C58,Bösartige Neubildungen der weiblichen Genitalorgane,900
2009,Aug,C60-C63,Bösartige Neubildungen der männlichen Genitalorgane,1049
2009,Aug,C64-C68,Bösartige Neubildungen der Harnorgane,1059
2009,Aug,C81-C96,"Bösartige Neubildungen des lymphatischen, blutbildenden und verwandten Gewebes",1392
2009,Aug,D50-D89,KAPITEL III: Krankheiten des Blutes und der blutbildenden Organe sowie bestimmte Störungen mit Beteiligung des Immunsystems,183
2009,Aug,E00-E90,"KAPITEL IV: Endokrine, Ernährungs- und Stoffwechselkrankheiten",2044
2009,Aug,E10-E14,Diabetes mellitus,1653
2009,Aug,F00-F99,KAPITEL V: Psychische und Verhaltensstörungen,1704
2009,Aug,F10-F19,Psychische und Verhaltensstörungen durch psychotrope Substanzen,446
2009,Aug,F10,Psychische und Verhaltensstörungen durch Alkohol,363
2009,Aug,G00-G99,KAPITEL VI: Krankheiten des Nervensystems,1583
2009,Aug,I00-I99,KAPITEL IX: Krankheiten des Kreislaufsystems,26369
2009,Aug,I10-I15,Hypertonie (Hochdruckkrankheit),2314
2009,Aug,I20-I25,Ischämische Herzkrankheiten,9963
2009,Aug,I21,Akuter Myokardinfarkt,4140
2009,Aug,I22,Rezidivierender Myokardinfarkt,299
2009,Aug,I30-I52,Sonstige Formen der Herzkrankheit,6731
2009,Aug,I60-I69,Zerebrovaskuläre Krankheiten,4737
2009,Aug,I64,"Schlaganfall, nicht als Blutung oder Infarkt bez.",1894
2009,Aug,I70-I79,"Krankheiten der Arterien, Arteriolen und Kapillaren",1460
2009,Aug,J00-J99,KAPITEL X: Krankheiten des Atmungssystems,4102
2009,Aug,J00-J06,Akute Infektionen der oberen Atemwege,7
2009,Aug,J10-J18,Grippe und Pneumonie,1417
2009,Aug,J10,Grippe durch nachgewiesene Influenzaviren,0
2009,Aug,J11,"Grippe, Viren nicht nachgewiesen",0
2009,Aug,J20-J22,Sonstige akute Infektionen der unteren Atemwege,60
2009,Aug,J40-J47,Chronische Krankheiten der unteren Atemwege,1872
2009,Aug,K00-K93,KAPITEL XI: Krankheiten des Verdauungssystems,3212
2009,Aug,K70-K77,Krankheiten der Leber,1218
2009,Aug,N00-N99,KAPITEL XIV: Krankheiten des Urogenitalsystems,1443
2009,Aug,O00-O99,"KAPITEL XV: Schwangerschaft, Geburt und Wochenbett",2
2009,Aug,P00-P96,"KAPITEL XVI: Bestimmte Zustände, die ihren Ursprung in der Perinatalperiode haben",98
2009,Aug,Q00-Q99,"KAPITEL XVII: Angeborene Fehlbildungen, Deformitäten und Chromosomenanomalien",120
2009,Aug,R00-R99,"KAPITEL XVIII: Symptome und abnorme klinische und Laborbefunde, die a.n.k. sind",1869
2009,Aug,R95,Plötzlicher Kindstod,15
2009,Aug,S00-T98,"KAPITEL XIX: Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",2668
2009,Aug,S00-S09,Verletzungen des Kopfes,555
2009,Aug,S70-S79,Verletzungen der Hüfte und des Oberschenkels,294
2009,Aug,T00-T07,Verletzungen mit Beteiligung mehrerer Körperregionen,416
2009,Aug,T20-T32,Verbrennungen oder Verätzungen,33
2009,Aug,T33-T35,Erfrierungen,0
2009,Aug,T51-T65,Toxische Wirkungen von vorwiegend nicht medizinisch verwendeten Substanzen,94
2009,Aug,T66-T78,Sonstige und n.n.bez. Schäden durch äußere Ursachen,528
2009,Aug,V01-V99,Transportmittelunfälle,419
2009,Aug,W00-W19,Stürze,710
2009,Aug,W65-W74,Unfälle durch Ertrinken und Untergehen,60
2009,Aug,X60-X84,Vorsätzliche Selbstbeschädigung,808
2009,Aug,X85-Y09,Tätlicher Angriff,45
2009,Aug,Y10-Y34,"Ereignis, dessen nähere Umstände unbestimmt sind",205
2009,Sep,Insgesamt,Insgesamt,63488
2009,Sep,A00-B99,KAPITEL I: Bestimmte infektiöse und parasitäre Krankheiten,1129
2009,Sep,A00-A09,Infektiöse Darmkrankheiten,171
2009,Sep,A15-A19,Tuberkulose,20
2009,Sep,B15-B19,Virushepatitis,85
2009,Sep,B20-B24,HIV-Krankheit (Humane Immundefizienz-Viruskrankheit),30
2009,Sep,C00-D48,KAPITEL II: Neubildungen,18042
2009,Sep,C00-C97,Bösartige Neubildungen,17586
2009,Sep,C15-C26,Bösartige Neubildungen der Verdauungsorgane,5633
2009,Sep,C30-C39,Bösartige Neubildungen der Atmungsorgane und sonstiger intrathorakaler Organe,3564
2009,Sep,C43-C44,Melanom und sonstige bösartige Neubildungen der Haut,262
2009,Sep,C50,Bösartige Neubildung der Brustdrüse,1370
2009,Sep,C51-C58,Bösartige Neubildungen der weiblichen Genitalorgane,902
2009,Sep,C60-C63,Bösartige Neubildungen der männlichen Genitalorgane,999
2009,Sep,C64-C68,Bösartige Neubildungen der Harnorgane,1117
2009,Sep,C81-C96,"Bösartige Neubildungen des lymphatischen, blutbildenden und verwandten Gewebes",1321
2009,Sep,D50-D89,KAPITEL III: Krankheiten des Blutes und der blutbildenden Organe sowie bestimmte Störungen mit Beteiligung des Immunsystems,212
2009,Sep,E00-E90,"KAPITEL IV: Endokrine, Ernährungs- und Stoffwechselkrankheiten",1957
2009,Sep,E10-E14,Diabetes mellitus,1600
2009,Sep,F00-F99,KAPITEL V: Psychische und Verhaltensstörungen,1682
2009,Sep,F10-F19,Psychische und Verhaltensstörungen durch psychotrope Substanzen,416
2009,Sep,F10,Psychische und Verhaltensstörungen durch Alkohol,330
2009,Sep,G00-G99,KAPITEL VI: Krankheiten des Nervensystems,1550
2009,Sep,I00-I99,KAPITEL IX: Krankheiten des Kreislaufsystems,25404
2009,Sep,I10-I15,Hypertonie (Hochdruckkrankheit),2287
2009,Sep,I20-I25,Ischämische Herzkrankheiten,9656
2009,Sep,I21,Akuter Myokardinfarkt,4081
2009,Sep,I22,Rezidivierender Myokardinfarkt,311
2009,Sep,I30-I52,Sonstige Formen der Herzkrankheit,6473
2009,Sep,I60-I69,Zerebrovaskuläre Krankheiten,4492
2009,Sep,I64,"Schlaganfall, nicht als Blutung oder Infarkt bez.",1837
2009,Sep,I70-I79,"Krankheiten der Arterien, Arteriolen und Kapillaren",1408
2009,Sep,J00-J99,KAPITEL X: Krankheiten des Atmungssystems,3856
2009,Sep,J00-J06,Akute Infektionen der oberen Atemwege,7
2009,Sep,J10-J18,Grippe und Pneumonie,1282
2009,Sep,J10,Grippe durch nachgewiesene Influenzaviren,0
2009,Sep,J11,"Grippe, Viren nicht nachgewiesen",1
2009,Sep,J20-J22,Sonstige akute Infektionen der unteren Atemwege,32
2009,Sep,J40-J47,Chronische Krankheiten der unteren Atemwege,1800
2009,Sep,K00-K93,KAPITEL XI: Krankheiten des Verdauungssystems,3287
2009,Sep,K70-K77,Krankheiten der Leber,1255
2009,Sep,N00-N99,KAPITEL XIV: Krankheiten des Urogenitalsystems,1381
2009,Sep,O00-O99,"KAPITEL XV: Schwangerschaft, Geburt und Wochenbett",5
2009,Sep,P00-P96,"KAPITEL XVI: Bestimmte Zustände, die ihren Ursprung in der Perinatalperiode haben",109
2009,Sep,Q00-Q99,"KAPITEL XVII: Angeborene Fehlbildungen, Deformitäten und Chromosomenanomalien",112
2009,Sep,R00-R99,"KAPITEL XVIII: Symptome und abnorme klinische und Laborbefunde, die a.n.k. sind",1816
2009,Sep,R95,Plötzlicher Kindstod,14
2009,Sep,S00-T98,"KAPITEL XIX: Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",2657
2009,Sep,S00-S09,Verletzungen des Kopfes,591
2009,Sep,S70-S79,Verletzungen der Hüfte und des Oberschenkels,290
2009,Sep,T00-T07,Verletzungen mit Beteiligung mehrerer Körperregionen,369
2009,Sep,T20-T32,Verbrennungen oder Verätzungen,27
2009,Sep,T33-T35,Erfrierungen,0
2009,Sep,T51-T65,Toxische Wirkungen von vorwiegend nicht medizinisch verwendeten Substanzen,94
2009,Sep,T66-T78,Sonstige und n.n.bez. Schäden durch äußere Ursachen,491
2009,Sep,V01-V99,Transportmittelunfälle,420
2009,Sep,W00-W19,Stürze,740
2009,Sep,W65-W74,Unfälle durch Ertrinken und Untergehen,33
2009,Sep,X60-X84,Vorsätzliche Selbstbeschädigung,795
2009,Sep,X85-Y09,Tätlicher Angriff,38
2009,Sep,Y10-Y34,"Ereignis, dessen nähere Umstände unbestimmt sind",183
2009,Okt,Insgesamt,Insgesamt,69391
2009,Okt,A00-B99,KAPITEL I: Bestimmte infektiöse und parasitäre Krankheiten,1094
2009,Okt,A00-A09,Infektiöse Darmkrankheiten,158
2009,Okt,A15-A19,Tuberkulose,17
2009,Okt,B15-B19,Virushepatitis,69
2009,Okt,B20-B24,HIV-Krankheit (Humane Immundefizienz-Viruskrankheit),28
2009,Okt,C00-D48,KAPITEL II: Neubildungen,18877
2009,Okt,C00-C97,Bösartige Neubildungen,18376
2009,Okt,C15-C26,Bösartige Neubildungen der Verdauungsorgane,5757
2009,Okt,C30-C39,Bösartige Neubildungen der Atmungsorgane und sonstiger intrathorakaler Organe,3807
2009,Okt,C43-C44,Melanom und sonstige bösartige Neubildungen der Haut,288
2009,Okt,C50,Bösartige Neubildung der Brustdrüse,1508
2009,Okt,C51-C58,Bösartige Neubildungen der weiblichen Genitalorgane,905
2009,Okt,C60-C63,Bösartige Neubildungen der männlichen Genitalorgane,1078
2009,Okt,C64-C68,Bösartige Neubildungen der Harnorgane,1147
2009,Okt,C81-C96,"Bösartige Neubildungen des lymphatischen, blutbildenden und verwandten Gewebes",1416
2009,Okt,D50-D89,KAPITEL III: Krankheiten des Blutes und der blutbildenden Organe sowie bestimmte Störungen mit Beteiligung des Immunsystems,223
2009,Okt,E00-E90,"KAPITEL IV: Endokrine, Ernährungs- und Stoffwechselkrankheiten",2159
2009,Okt,E10-E14,Diabetes mellitus,1753
2009,Okt,F00-F99,KAPITEL V: Psychische und Verhaltensstörungen,1841
2009,Okt,F10-F19,Psychische und Verhaltensstörungen durch psychotrope Substanzen,456
2009,Okt,F10,Psychische und Verhaltensstörungen durch Alkohol,369
2009,Okt,G00-G99,KAPITEL VI: Krankheiten des Nervensystems,1749
2009,Okt,I00-I99,KAPITEL IX: Krankheiten des Kreislaufsystems,28866
2009,Okt,I10-I15,Hypertonie (Hochdruckkrankheit),2516
2009,Okt,I20-I25,Ischämische Herzkrankheiten,10883
2009,Okt,I21,Akuter Myokardinfarkt,4517
2009,Okt,I22,Rezidivierender Myokardinfarkt,316
2009,Okt,I30-I52,Sonstige Formen der Herzkrankheit,7345
2009,Okt,I60-I69,Zerebrovaskuläre Krankheiten,5238
2009,Okt,I64,"Schlaganfall, nicht als Blutung oder Infarkt bez.",2079
2009,Okt,I70-I79,"Krankheiten der Arterien, Arteriolen und Kapillaren",1669
2009,Okt,J00-J99,KAPITEL X: Krankheiten des Atmungssystems,4599
2009,Okt,J00-J06,Akute Infektionen der oberen Atemwege,9
2009,Okt,J10-J18,Grippe und Pneumonie,1543
2009,Okt,J10,Grippe durch nachgewiesene Influenzaviren,1
2009,Okt,J11,"Grippe, Viren nicht nachgewiesen",4
2009,Okt,J20-J22,Sonstige akute Infektionen der unteren Atemwege,80
2009,Okt,J40-J47,Chronische Krankheiten der unteren Atemwege,2120
2009,Okt,K00-K93,KAPITEL XI: Krankheiten des Verdauungssystems,3373
2009,Okt,K70-K77,Krankheiten der Leber,1279
2009,Okt,N00-N99,KAPITEL XIV: Krankheiten des Urogenitalsystems,1502
2009,Okt,O00-O99,"KAPITEL XV: Schwangerschaft, Geburt und Wochenbett",3
2009,Okt,P00-P96,"KAPITEL XVI: Bestimmte Zustände, die ihren Ursprung in der Perinatalperiode haben",93
2009,Okt,Q00-Q99,"KAPITEL XVII: Angeborene Fehlbildungen, Deformitäten und Chromosomenanomalien",107
2009,Okt,R00-R99,"KAPITEL XVIII: Symptome und abnorme klinische und Laborbefunde, die a.n.k. sind",1962
2009,Okt,R95,Plötzlicher Kindstod,14
2009,Okt,S00-T98,"KAPITEL XIX: Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",2659
2009,Okt,S00-S09,Verletzungen des Kopfes,590
2009,Okt,S70-S79,Verletzungen der Hüfte und des Oberschenkels,308
2009,Okt,T00-T07,Verletzungen mit Beteiligung mehrerer Körperregionen,385
2009,Okt,T20-T32,Verbrennungen oder Verätzungen,31
2009,Okt,T33-T35,Erfrierungen,3
2009,Okt,T51-T65,Toxische Wirkungen von vorwiegend nicht medizinisch verwendeten Substanzen,69
2009,Okt,T66-T78,Sonstige und n.n.bez. Schäden durch äußere Ursachen,460
2009,Okt,V01-V99,Transportmittelunfälle,407
2009,Okt,W00-W19,Stürze,750
2009,Okt,W65-W74,Unfälle durch Ertrinken und Untergehen,23
2009,Okt,X60-X84,Vorsätzliche Selbstbeschädigung,770
2009,Okt,X85-Y09,Tätlicher Angriff,29
2009,Okt,Y10-Y34,"Ereignis, dessen nähere Umstände unbestimmt sind",200
2009,Nov,Insgesamt,Insgesamt,69970
2009,Nov,A00-B99,KAPITEL I: Bestimmte infektiöse und parasitäre Krankheiten,1281
2009,Nov,A00-A09,Infektiöse Darmkrankheiten,228
2009,Nov,A15-A19,Tuberkulose,24
2009,Nov,B15-B19,Virushepatitis,80
2009,Nov,B20-B24,HIV-Krankheit (Humane Immundefizienz-Viruskrankheit),55
2009,Nov,C00-D48,KAPITEL II: Neubildungen,18408
2009,Nov,C00-C97,Bösartige Neubildungen,17877
2009,Nov,C15-C26,Bösartige Neubildungen der Verdauungsorgane,5603
2009,Nov,C30-C39,Bösartige Neubildungen der Atmungsorgane und sonstiger intrathorakaler Organe,3743
2009,Nov,C43-C44,Melanom und sonstige bösartige Neubildungen der Haut,264
2009,Nov,C50,Bösartige Neubildung der Brustdrüse,1401
2009,Nov,C51-C58,Bösartige Neubildungen der weiblichen Genitalorgane,846
2009,Nov,C60-C63,Bösartige Neubildungen der männlichen Genitalorgane,1039
2009,Nov,C64-C68,Bösartige Neubildungen der Harnorgane,1116
2009,Nov,C81-C96,"Bösartige Neubildungen des lymphatischen, blutbildenden und verwandten Gewebes",1427
2009,Nov,D50-D89,KAPITEL III: Krankheiten des Blutes und der blutbildenden Organe sowie bestimmte Störungen mit Beteiligung des Immunsystems,197
2009,Nov,E00-E90,"KAPITEL IV: Endokrine, Ernährungs- und Stoffwechselkrankheiten",2369
2009,Nov,E10-E14,Diabetes mellitus,1890
2009,Nov,F00-F99,KAPITEL V: Psychische und Verhaltensstörungen,2053
2009,Nov,F10-F19,Psychische und Verhaltensstörungen durch psychotrope Substanzen,470
2009,Nov,F10,Psychische und Verhaltensstörungen durch Alkohol,379
2009,Nov,G00-G99,KAPITEL VI: Krankheiten des Nervensystems,1740
2009,Nov,I00-I99,KAPITEL IX: Krankheiten des Kreislaufsystems,28702
2009,Nov,I10-I15,Hypertonie (Hochdruckkrankheit),2552
2009,Nov,I20-I25,Ischämische Herzkrankheiten,11056
2009,Nov,I21,Akuter Myokardinfarkt,4760
2009,Nov,I22,Rezidivierender Myokardinfarkt,302
2009,Nov,I30-I52,Sonstige Formen der Herzkrankheit,7207
2009,Nov,I60-I69,Zerebrovaskuläre Krankheiten,5095
2009,Nov,I64,"Schlaganfall, nicht als Blutung oder Infarkt bez.",2073
2009,Nov,I70-I79,"Krankheiten der Arterien, Arteriolen und Kapillaren",1607
2009,Nov,J00-J99,KAPITEL X: Krankheiten des Atmungssystems,5000
2009,Nov,J00-J06,Akute Infektionen der oberen Atemwege,14
2009,Nov,J10-J18,Grippe und Pneumonie,1703
2009,Nov,J10,Grippe durch nachgewiesene Influenzaviren,4
2009,Nov,J11,"Grippe, Viren nicht nachgewiesen",8
2009,Nov,J20-J22,Sonstige akute Infektionen der unteren Atemwege,93
2009,Nov,J40-J47,Chronische Krankheiten der unteren Atemwege,2324
2009,Nov,K00-K93,KAPITEL XI: Krankheiten des Verdauungssystems,3461
2009,Nov,K70-K77,Krankheiten der Leber,1288
2009,Nov,N00-N99,KAPITEL XIV: Krankheiten des Urogenitalsystems,1562
2009,Nov,O00-O99,"KAPITEL XV: Schwangerschaft, Geburt und Wochenbett",3
2009,Nov,P00-P96,"KAPITEL XVI: Bestimmte Zustände, die ihren Ursprung in der Perinatalperiode haben",103
2009,Nov,Q00-Q99,"KAPITEL XVII: Angeborene Fehlbildungen, Deformitäten und Chromosomenanomalien",148
2009,Nov,R00-R99,"KAPITEL XVIII: Symptome und abnorme klinische und Laborbefunde, die a.n.k. sind",1836
2009,Nov,R95,Plötzlicher Kindstod,16
2009,Nov,S00-T98,"KAPITEL XIX: Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",2771
2009,Nov,S00-S09,Verletzungen des Kopfes,615
2009,Nov,S70-S79,Verletzungen der Hüfte und des Oberschenkels,303
2009,Nov,T00-T07,Verletzungen mit Beteiligung mehrerer Körperregionen,367
2009,Nov,T20-T32,Verbrennungen oder Verätzungen,33
2009,Nov,T33-T35,Erfrierungen,1
2009,Nov,T51-T65,Toxische Wirkungen von vorwiegend nicht medizinisch verwendeten Substanzen,89
2009,Nov,T66-T78,Sonstige und n.n.bez. Schäden durch äußere Ursachen,501
2009,Nov,V01-V99,Transportmittelunfälle,373
2009,Nov,W00-W19,Stürze,763
2009,Nov,W65-W74,Unfälle durch Ertrinken und Untergehen,17
2009,Nov,X60-X84,Vorsätzliche Selbstbeschädigung,839
2009,Nov,X85-Y09,Tätlicher Angriff,35
2009,Nov,Y10-Y34,"Ereignis, dessen nähere Umstände unbestimmt sind",207
2009,Dez,Insgesamt,Insgesamt,75256
2009,Dez,A00-B99,KAPITEL I: Bestimmte infektiöse und parasitäre Krankheiten,1336
2009,Dez,A00-A09,Infektiöse Darmkrankheiten,284
2009,Dez,A15-A19,Tuberkulose,20
2009,Dez,B15-B19,Virushepatitis,86
2009,Dez,B20-B24,HIV-Krankheit (Humane Immundefizienz-Viruskrankheit),48
2009,Dez,C00-D48,KAPITEL II: Neubildungen,19426
2009,Dez,C00-C97,Bösartige Neubildungen,18877
2009,Dez,C15-C26,Bösartige Neubildungen der Verdauungsorgane,5940
2009,Dez,C30-C39,Bösartige Neubildungen der Atmungsorgane und sonstiger intrathorakaler Organe,3905
2009,Dez,C43-C44,Melanom und sonstige bösartige Neubildungen der Haut,281
2009,Dez,C50,Bösartige Neubildung der Brustdrüse,1456
2009,Dez,C51-C58,Bösartige Neubildungen der weiblichen Genitalorgane,911
2009,Dez,C60-C63,Bösartige Neubildungen der männlichen Genitalorgane,1054
2009,Dez,C64-C68,Bösartige Neubildungen der Harnorgane,1144
2009,Dez,C81-C96,"Bösartige Neubildungen des lymphatischen, blutbildenden und verwandten Gewebes",1516
2009,Dez,D50-D89,KAPITEL III: Krankheiten des Blutes und der blutbildenden Organe sowie bestimmte Störungen mit Beteiligung des Immunsystems,232
2009,Dez,E00-E90,"KAPITEL IV: Endokrine, Ernährungs- und Stoffwechselkrankheiten",2547
2009,Dez,E10-E14,Diabetes mellitus,2045
2009,Dez,F00-F99,KAPITEL V: Psychische und Verhaltensstörungen,2112
2009,Dez,F10-F19,Psychische und Verhaltensstörungen durch psychotrope Substanzen,496
