year,month,icd10_code,icd10_desc,value
2016,Okt,F10,Psychische und Verhaltensstörungen durch Alkohol,448
2016,Okt,G00-G99,KAPITEL VI: Krankheiten des Nervensystems,2494
2016,Okt,I00-I99,KAPITEL IX: Krankheiten des Kreislaufsystems,28087
2016,Okt,I10-I15,Hypertonie (Hochdruckkrankheit),3273
2016,Okt,I20-I25,Ischämische Herzkrankheiten,10406
2016,Okt,I21,Akuter Myokardinfarkt,4166
2016,Okt,I22,Rezidivierender Myokardinfarkt,0
2016,Okt,I30-I52,Sonstige Formen der Herzkrankheit,7258
2016,Okt,I60-I69,Zerebrovaskuläre Krankheiten,4682
2016,Okt,I64,"Schlaganfall, nicht als Blutung oder Infarkt bez.",1167
2016,Okt,I70-I79,"Krankheiten der Arterien, Arteriolen und Kapillaren",1275
2016,Okt,J00-J99,KAPITEL X: Krankheiten des Atmungssystems,4879
2016,Okt,J00-J06,Akute Infektionen der oberen Atemwege,8
2016,Okt,J09-J18,Grippe und Pneumonie,1379
2016,Okt,J10,Grippe durch nachgewiesene Influenzaviren,1
2016,Okt,J11,"Grippe, Viren nicht nachgewiesen",3
2016,Okt,J20-J22,Sonstige akute Infektionen der unteren Atemwege,32
2016,Okt,J40-J47,Chronische Krankheiten der unteren Atemwege,2480
2016,Okt,K00-K93,KAPITEL XI: Krankheiten des Verdauungssystems,3494
2016,Okt,K70-K77,Krankheiten der Leber,1360
2016,Okt,N00-N99,KAPITEL XIV: Krankheiten des Urogenitalsystems,2031
2016,Okt,O00-O99,"KAPITEL XV: Schwangerschaft, Geburt und Wochenbett",2
2016,Okt,P00-P96,"KAPITEL XVI: Bestimmte Zustände, die ihren Ursprung in der Perinatalperiode haben",122
2016,Okt,Q00-Q99,"KAPITEL XVII: Angeborene Fehlbildungen, Deformitäten und Chromosomenanomalien",162
2016,Okt,R00-R99,"KAPITEL XVIII: Symptome und abnorme klinische und Laborbefunde, die a.n.k. sind",2498
2016,Okt,R95,Plötzlicher Kindstod,12
2016,Okt,S00-T98,"KAPITEL XIX: Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",3311
2016,Okt,S00-S09,Verletzungen des Kopfes,752
2016,Okt,S70-S79,Verletzungen der Hüfte und des Oberschenkels,543
2016,Okt,T00-T07,Verletzungen mit Beteiligung mehrerer Körperregionen,308
2016,Okt,T20-T32,Verbrennungen oder Verätzungen,26
2016,Okt,T33-T35,Erfrierungen,1
2016,Okt,T51-T65,Toxische Wirkungen von vorwiegend nicht medizinisch verwendeten Substanzen,115
2016,Okt,T66-T78,Sonstige und n.n.bez. Schäden durch äußere Ursachen,481
2016,Okt,V01-V99,Transportmittelunfälle,312
2016,Okt,W00-W19,Stürze,1286
2016,Okt,W65-W74,Unfälle durch Ertrinken und Untergehen,19
2016,Okt,X60-X84,Vorsätzliche Selbstbeschädigung,824
2016,Okt,X85-Y09,Tätlicher Angriff,30
2016,Okt,Y10-Y34,"Ereignis, dessen nähere Umstände unbestimmt sind",121
2016,Nov,Insgesamt,Insgesamt,77050
2016,Nov,A00-B99,KAPITEL I: Bestimmte infektiöse und parasitäre Krankheiten,1370
2016,Nov,A00-A09,Infektiöse Darmkrankheiten,425
2016,Nov,A15-A19,Tuberkulose,10
2016,Nov,B15-B19,Virushepatitis,62
2016,Nov,B20-B24,HIV-Krankheit (Humane Immundefizienz-Viruskrankheit),29
2016,Nov,C00-D48,KAPITEL II: Neubildungen,19917
2016,Nov,C00-C97,Bösartige Neubildungen,19251
2016,Nov,C15-C26,Bösartige Neubildungen der Verdauungsorgane,5916
2016,Nov,C30-C39,Bösartige Neubildungen der Atmungsorgane und sonstiger intrathorakaler Organe,4045
2016,Nov,C43-C44,Melanom und sonstige bösartige Neubildungen der Haut,297
2016,Nov,C50,Bösartige Neubildung der Brustdrüse,1608
2016,Nov,C51-C58,Bösartige Neubildungen der weiblichen Genitalorgane,870
2016,Nov,C60-C63,Bösartige Neubildungen der männlichen Genitalorgane,1265
2016,Nov,C64-C68,Bösartige Neubildungen der Harnorgane,1297
2016,Nov,C81-C96,"Bösartige Neubildungen des lymphatischen, blutbildenden und verwandten Gewebes",1636
2016,Nov,D50-D89,KAPITEL III: Krankheiten des Blutes und der blutbildenden Organe sowie bestimmte Störungen mit Beteiligung des Immunsystems,271
2016,Nov,E00-E90,"KAPITEL IV: Endokrine, Ernährungs- und Stoffwechselkrankheiten",2567
2016,Nov,E10-E14,Diabetes mellitus,1896
2016,Nov,F00-F99,KAPITEL V: Psychische und Verhaltensstörungen,4199
2016,Nov,F10-F19,Psychische und Verhaltensstörungen durch psychotrope Substanzen,501
2016,Nov,F10,Psychische und Verhaltensstörungen durch Alkohol,416
2016,Nov,G00-G99,KAPITEL VI: Krankheiten des Nervensystems,2643
2016,Nov,I00-I99,KAPITEL IX: Krankheiten des Kreislaufsystems,28825
2016,Nov,I10-I15,Hypertonie (Hochdruckkrankheit),3426
2016,Nov,I20-I25,Ischämische Herzkrankheiten,10524
2016,Nov,I21,Akuter Myokardinfarkt,4085
2016,Nov,I22,Rezidivierender Myokardinfarkt,0
2016,Nov,I30-I52,Sonstige Formen der Herzkrankheit,7504
2016,Nov,I60-I69,Zerebrovaskuläre Krankheiten,4923
2016,Nov,I64,"Schlaganfall, nicht als Blutung oder Infarkt bez.",1214
2016,Nov,I70-I79,"Krankheiten der Arterien, Arteriolen und Kapillaren",1236
2016,Nov,J00-J99,KAPITEL X: Krankheiten des Atmungssystems,5253
2016,Nov,J00-J06,Akute Infektionen der oberen Atemwege,6
2016,Nov,J09-J18,Grippe und Pneumonie,1488
2016,Nov,J10,Grippe durch nachgewiesene Influenzaviren,1
2016,Nov,J11,"Grippe, Viren nicht nachgewiesen",5
2016,Nov,J20-J22,Sonstige akute Infektionen der unteren Atemwege,38
2016,Nov,J40-J47,Chronische Krankheiten der unteren Atemwege,2795
2016,Nov,K00-K93,KAPITEL XI: Krankheiten des Verdauungssystems,3445
2016,Nov,K70-K77,Krankheiten der Leber,1332
2016,Nov,N00-N99,KAPITEL XIV: Krankheiten des Urogenitalsystems,1940
2016,Nov,O00-O99,"KAPITEL XV: Schwangerschaft, Geburt und Wochenbett",4
2016,Nov,P00-P96,"KAPITEL XVI: Bestimmte Zustände, die ihren Ursprung in der Perinatalperiode haben",140
2016,Nov,Q00-Q99,"KAPITEL XVII: Angeborene Fehlbildungen, Deformitäten und Chromosomenanomalien",143
2016,Nov,R00-R99,"KAPITEL XVIII: Symptome und abnorme klinische und Laborbefunde, die a.n.k. sind",2594
2016,Nov,R95,Plötzlicher Kindstod,10
2016,Nov,S00-T98,"KAPITEL XIX: Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",3215
2016,Nov,S00-S09,Verletzungen des Kopfes,762
2016,Nov,S70-S79,Verletzungen der Hüfte und des Oberschenkels,565
2016,Nov,T00-T07,Verletzungen mit Beteiligung mehrerer Körperregionen,258
2016,Nov,T20-T32,Verbrennungen oder Verätzungen,26
2016,Nov,T33-T35,Erfrierungen,2
2016,Nov,T51-T65,Toxische Wirkungen von vorwiegend nicht medizinisch verwendeten Substanzen,120
2016,Nov,T66-T78,Sonstige und n.n.bez. Schäden durch äußere Ursachen,454
2016,Nov,V01-V99,Transportmittelunfälle,264
2016,Nov,W00-W19,Stürze,1279
2016,Nov,W65-W74,Unfälle durch Ertrinken und Untergehen,24
2016,Nov,X60-X84,Vorsätzliche Selbstbeschädigung,747
2016,Nov,X85-Y09,Tätlicher Angriff,26
2016,Nov,Y10-Y34,"Ereignis, dessen nähere Umstände unbestimmt sind",132
2016,Dez,Insgesamt,Insgesamt,84345
2016,Dez,A00-B99,KAPITEL I: Bestimmte infektiöse und parasitäre Krankheiten,1610
2016,Dez,A00-A09,Infektiöse Darmkrankheiten,524
2016,Dez,A15-A19,Tuberkulose,17
2016,Dez,B15-B19,Virushepatitis,72
2016,Dez,B20-B24,HIV-Krankheit (Humane Immundefizienz-Viruskrankheit),29
2016,Dez,C00-D48,KAPITEL II: Neubildungen,20833
2016,Dez,C00-C97,Bösartige Neubildungen,20169
2016,Dez,C15-C26,Bösartige Neubildungen der Verdauungsorgane,6175
2016,Dez,C30-C39,Bösartige Neubildungen der Atmungsorgane und sonstiger intrathorakaler Organe,4224
2016,Dez,C43-C44,Melanom und sonstige bösartige Neubildungen der Haut,346
2016,Dez,C50,Bösartige Neubildung der Brustdrüse,1668
2016,Dez,C51-C58,Bösartige Neubildungen der weiblichen Genitalorgane,989
2016,Dez,C60-C63,Bösartige Neubildungen der männlichen Genitalorgane,1323
2016,Dez,C64-C68,Bösartige Neubildungen der Harnorgane,1330
2016,Dez,C81-C96,"Bösartige Neubildungen des lymphatischen, blutbildenden und verwandten Gewebes",1662
2016,Dez,D50-D89,KAPITEL III: Krankheiten des Blutes und der blutbildenden Organe sowie bestimmte Störungen mit Beteiligung des Immunsystems,305
2016,Dez,E00-E90,"KAPITEL IV: Endokrine, Ernährungs- und Stoffwechselkrankheiten",2963
2016,Dez,E10-E14,Diabetes mellitus,2172
2016,Dez,F00-F99,KAPITEL V: Psychische und Verhaltensstörungen,4864
2016,Dez,F10-F19,Psychische und Verhaltensstörungen durch psychotrope Substanzen,589
2016,Dez,F10,Psychische und Verhaltensstörungen durch Alkohol,500
2016,Dez,G00-G99,KAPITEL VI: Krankheiten des Nervensystems,2889
2016,Dez,I00-I99,KAPITEL IX: Krankheiten des Kreislaufsystems,31753
2016,Dez,I10-I15,Hypertonie (Hochdruckkrankheit),3976
2016,Dez,I20-I25,Ischämische Herzkrankheiten,11523
2016,Dez,I21,Akuter Myokardinfarkt,4476
2016,Dez,I22,Rezidivierender Myokardinfarkt,0
2016,Dez,I30-I52,Sonstige Formen der Herzkrankheit,8446
2016,Dez,I60-I69,Zerebrovaskuläre Krankheiten,5125
2016,Dez,I64,"Schlaganfall, nicht als Blutung oder Infarkt bez.",1252
2016,Dez,I70-I79,"Krankheiten der Arterien, Arteriolen und Kapillaren",1317
2016,Dez,J00-J99,KAPITEL X: Krankheiten des Atmungssystems,6116
2016,Dez,J00-J06,Akute Infektionen der oberen Atemwege,16
2016,Dez,J09-J18,Grippe und Pneumonie,1836
2016,Dez,J10,Grippe durch nachgewiesene Influenzaviren,5
2016,Dez,J11,"Grippe, Viren nicht nachgewiesen",18
2016,Dez,J20-J22,Sonstige akute Infektionen der unteren Atemwege,53
2016,Dez,J40-J47,Chronische Krankheiten der unteren Atemwege,3211
2016,Dez,K00-K93,KAPITEL XI: Krankheiten des Verdauungssystems,3697
2016,Dez,K70-K77,Krankheiten der Leber,1454
2016,Dez,N00-N99,KAPITEL XIV: Krankheiten des Urogenitalsystems,2182
2016,Dez,O00-O99,"KAPITEL XV: Schwangerschaft, Geburt und Wochenbett",0
2016,Dez,P00-P96,"KAPITEL XVI: Bestimmte Zustände, die ihren Ursprung in der Perinatalperiode haben",127
2016,Dez,Q00-Q99,"KAPITEL XVII: Angeborene Fehlbildungen, Deformitäten und Chromosomenanomalien",188
2016,Dez,R00-R99,"KAPITEL XVIII: Symptome und abnorme klinische und Laborbefunde, die a.n.k. sind",2873
2016,Dez,R95,Plötzlicher Kindstod,25
2016,Dez,S00-T98,"KAPITEL XIX: Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",3426
2016,Dez,S00-S09,Verletzungen des Kopfes,815
2016,Dez,S70-S79,Verletzungen der Hüfte und des Oberschenkels,592
2016,Dez,T00-T07,Verletzungen mit Beteiligung mehrerer Körperregionen,265
2016,Dez,T20-T32,Verbrennungen oder Verätzungen,32
2016,Dez,T33-T35,Erfrierungen,6
2016,Dez,T51-T65,Toxische Wirkungen von vorwiegend nicht medizinisch verwendeten Substanzen,137
2016,Dez,T66-T78,Sonstige und n.n.bez. Schäden durch äußere Ursachen,414
2016,Dez,V01-V99,Transportmittelunfälle,254
2016,Dez,W00-W19,Stürze,1425
2016,Dez,W65-W74,Unfälle durch Ertrinken und Untergehen,19
2016,Dez,X60-X84,Vorsätzliche Selbstbeschädigung,722
2016,Dez,X85-Y09,Tätlicher Angriff,26
2016,Dez,Y10-Y34,"Ereignis, dessen nähere Umstände unbestimmt sind",145
2017,Jan,Insgesamt,Insgesamt,96033
2017,Jan,A00-B99,KAPITEL I: Bestimmte infektiöse und parasitäre Krankheiten,1989
2017,Jan,A00-A09,Infektiöse Darmkrankheiten,577
2017,Jan,A15-A19,Tuberkulose,19
2017,Jan,B15-B19,Virushepatitis,83
2017,Jan,B20-B24,HIV-Krankheit (Humane Immundefizienz-Viruskrankheit),26
2017,Jan,C00-D48,KAPITEL II: Neubildungen,21311
2017,Jan,C00-C97,Bösartige Neubildungen,20515
2017,Jan,C15-C26,Bösartige Neubildungen der Verdauungsorgane,6118
2017,Jan,C30-C39,Bösartige Neubildungen der Atmungsorgane und sonstiger intrathorakaler Organe,4284
2017,Jan,C43-C44,Melanom und sonstige bösartige Neubildungen der Haut,347
2017,Jan,C50,Bösartige Neubildung der Brustdrüse,1730
2017,Jan,C51-C58,Bösartige Neubildungen der weiblichen Genitalorgane,1049
2017,Jan,C60-C63,Bösartige Neubildungen der männlichen Genitalorgane,1322
2017,Jan,C64-C68,Bösartige Neubildungen der Harnorgane,1317
2017,Jan,C81-C96,"Bösartige Neubildungen des lymphatischen, blutbildenden und verwandten Gewebes",1802
2017,Jan,D50-D89,KAPITEL III: Krankheiten des Blutes und der blutbildenden Organe sowie bestimmte Störungen mit Beteiligung des Immunsystems,387
2017,Jan,E00-E90,"KAPITEL IV: Endokrine, Ernährungs- und Stoffwechselkrankheiten",3556
2017,Jan,E10-E14,Diabetes mellitus,2629
2017,Jan,F00-F99,KAPITEL V: Psychische und Verhaltensstörungen,5802
2017,Jan,F10-F19,Psychische und Verhaltensstörungen durch psychotrope Substanzen,607
2017,Jan,F10,Psychische und Verhaltensstörungen durch Alkohol,513
2017,Jan,G00-G99,KAPITEL VI: Krankheiten des Nervensystems,3309
2017,Jan,I00-I99,KAPITEL IX: Krankheiten des Kreislaufsystems,36760
2017,Jan,I10-I15,Hypertonie (Hochdruckkrankheit),4738
2017,Jan,I20-I25,Ischämische Herzkrankheiten,13478
2017,Jan,I21,Akuter Myokardinfarkt,5021
2017,Jan,I22,Rezidivierender Myokardinfarkt,0
2017,Jan,I30-I52,Sonstige Formen der Herzkrankheit,10072
2017,Jan,I60-I69,Zerebrovaskuläre Krankheiten,5809
2017,Jan,I64,"Schlaganfall, nicht als Blutung oder Infarkt bez.",1455
2017,Jan,I70-I79,"Krankheiten der Arterien, Arteriolen und Kapillaren",1189
2017,Jan,J00-J99,KAPITEL X: Krankheiten des Atmungssystems,8956
2017,Jan,J00-J06,Akute Infektionen der oberen Atemwege,28
2017,Jan,J09-J18,Grippe und Pneumonie,3057
2017,Jan,J10,Grippe durch nachgewiesene Influenzaviren,68
2017,Jan,J11,"Grippe, Viren nicht nachgewiesen",185
2017,Jan,J20-J22,Sonstige akute Infektionen der unteren Atemwege,130
2017,Jan,J40-J47,Chronische Krankheiten der unteren Atemwege,4596
2017,Jan,K00-K93,KAPITEL XI: Krankheiten des Verdauungssystems,3909
2017,Jan,K70-K77,Krankheiten der Leber,1482
2017,Jan,N00-N99,KAPITEL XIV: Krankheiten des Urogenitalsystems,2469
2017,Jan,O00-O99,"KAPITEL XV: Schwangerschaft, Geburt und Wochenbett",0
2017,Jan,P00-P96,"KAPITEL XVI: Bestimmte Zustände, die ihren Ursprung in der Perinatalperiode haben",133
2017,Jan,Q00-Q99,"KAPITEL XVII: Angeborene Fehlbildungen, Deformitäten und Chromosomenanomalien",210
2017,Jan,R00-R99,"KAPITEL XVIII: Symptome und abnorme klinische und Laborbefunde, die a.n.k. sind",2853
2017,Jan,R95,Plötzlicher Kindstod,16
2017,Jan,S00-T98,"KAPITEL XIX: Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",3756
2017,Jan,S00-S09,Verletzungen des Kopfes,781
2017,Jan,S70-S79,Verletzungen der Hüfte und des Oberschenkels,679
2017,Jan,T00-T07,Verletzungen mit Beteiligung mehrerer Körperregionen,280
2017,Jan,T20-T32,Verbrennungen oder Verätzungen,32
2017,Jan,T33-T35,Erfrierungen,11
2017,Jan,T51-T65,Toxische Wirkungen von vorwiegend nicht medizinisch verwendeten Substanzen,145
2017,Jan,T66-T78,Sonstige und n.n.bez. Schäden durch äußere Ursachen,521
2017,Jan,V01-V99,Transportmittelunfälle,252
2017,Jan,W00-W19,Stürze,1468
2017,Jan,W65-W74,Unfälle durch Ertrinken und Untergehen,24
2017,Jan,X60-X84,Vorsätzliche Selbstbeschädigung,793
2017,Jan,X85-Y09,Tätlicher Angriff,24
2017,Jan,Y10-Y34,"Ereignis, dessen nähere Umstände unbestimmt sind",144
2017,Feb,Insgesamt,Insgesamt,90650
2017,Feb,A00-B99,KAPITEL I: Bestimmte infektiöse und parasitäre Krankheiten,1861
2017,Feb,A00-A09,Infektiöse Darmkrankheiten,524
2017,Feb,A15-A19,Tuberkulose,20
2017,Feb,B15-B19,Virushepatitis,48
2017,Feb,B20-B24,HIV-Krankheit (Humane Immundefizienz-Viruskrankheit),28
2017,Feb,C00-D48,KAPITEL II: Neubildungen,19330
2017,Feb,C00-C97,Bösartige Neubildungen,18647
2017,Feb,C15-C26,Bösartige Neubildungen der Verdauungsorgane,5595
2017,Feb,C30-C39,Bösartige Neubildungen der Atmungsorgane und sonstiger intrathorakaler Organe,3924
2017,Feb,C43-C44,Melanom und sonstige bösartige Neubildungen der Haut,302
2017,Feb,C50,Bösartige Neubildung der Brustdrüse,1486
2017,Feb,C51-C58,Bösartige Neubildungen der weiblichen Genitalorgane,901
2017,Feb,C60-C63,Bösartige Neubildungen der männlichen Genitalorgane,1233
2017,Feb,C64-C68,Bösartige Neubildungen der Harnorgane,1210
2017,Feb,C81-C96,"Bösartige Neubildungen des lymphatischen, blutbildenden und verwandten Gewebes",1674
2017,Feb,D50-D89,KAPITEL III: Krankheiten des Blutes und der blutbildenden Organe sowie bestimmte Störungen mit Beteiligung des Immunsystems,357
2017,Feb,E00-E90,"KAPITEL IV: Endokrine, Ernährungs- und Stoffwechselkrankheiten",3386
2017,Feb,E10-E14,Diabetes mellitus,2502
2017,Feb,F00-F99,KAPITEL V: Psychische und Verhaltensstörungen,5664
2017,Feb,F10-F19,Psychische und Verhaltensstörungen durch psychotrope Substanzen,540
2017,Feb,F10,Psychische und Verhaltensstörungen durch Alkohol,444
2017,Feb,G00-G99,KAPITEL VI: Krankheiten des Nervensystems,3210
2017,Feb,I00-I99,KAPITEL IX: Krankheiten des Kreislaufsystems,34289
2017,Feb,I10-I15,Hypertonie (Hochdruckkrankheit),4536
2017,Feb,I20-I25,Ischämische Herzkrankheiten,12440
2017,Feb,I21,Akuter Myokardinfarkt,4423
2017,Feb,I22,Rezidivierender Myokardinfarkt,0
2017,Feb,I30-I52,Sonstige Formen der Herzkrankheit,9583
2017,Feb,I60-I69,Zerebrovaskuläre Krankheiten,5221
2017,Feb,I64,"Schlaganfall, nicht als Blutung oder Infarkt bez.",1230
2017,Feb,I70-I79,"Krankheiten der Arterien, Arteriolen und Kapillaren",1110
2017,Feb,J00-J99,KAPITEL X: Krankheiten des Atmungssystems,9686
2017,Feb,J00-J06,Akute Infektionen der oberen Atemwege,49
2017,Feb,J09-J18,Grippe und Pneumonie,3638
2017,Feb,J10,Grippe durch nachgewiesene Influenzaviren,181
2017,Feb,J11,"Grippe, Viren nicht nachgewiesen",429
2017,Feb,J20-J22,Sonstige akute Infektionen der unteren Atemwege,134
2017,Feb,J40-J47,Chronische Krankheiten der unteren Atemwege,4746
2017,Feb,K00-K93,KAPITEL XI: Krankheiten des Verdauungssystems,3676
2017,Feb,K70-K77,Krankheiten der Leber,1377
2017,Feb,N00-N99,KAPITEL XIV: Krankheiten des Urogenitalsystems,2260
2017,Feb,O00-O99,"KAPITEL XV: Schwangerschaft, Geburt und Wochenbett",3
2017,Feb,P00-P96,"KAPITEL XVI: Bestimmte Zustände, die ihren Ursprung in der Perinatalperiode haben",118
2017,Feb,Q00-Q99,"KAPITEL XVII: Angeborene Fehlbildungen, Deformitäten und Chromosomenanomalien",176
2017,Feb,R00-R99,"KAPITEL XVIII: Symptome und abnorme klinische und Laborbefunde, die a.n.k. sind",2578
2017,Feb,R95,Plötzlicher Kindstod,10
2017,Feb,S00-T98,"KAPITEL XIX: Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",3456
2017,Feb,S00-S09,Verletzungen des Kopfes,768
2017,Feb,S70-S79,Verletzungen der Hüfte und des Oberschenkels,625
2017,Feb,T00-T07,Verletzungen mit Beteiligung mehrerer Körperregionen,204
2017,Feb,T20-T32,Verbrennungen oder Verätzungen,36
2017,Feb,T33-T35,Erfrierungen,3
2017,Feb,T51-T65,Toxische Wirkungen von vorwiegend nicht medizinisch verwendeten Substanzen,135
2017,Feb,T66-T78,Sonstige und n.n.bez. Schäden durch äußere Ursachen,478
2017,Feb,V01-V99,Transportmittelunfälle,208
2017,Feb,W00-W19,Stürze,1402
2017,Feb,W65-W74,Unfälle durch Ertrinken und Untergehen,19
2017,Feb,X60-X84,Vorsätzliche Selbstbeschädigung,752
2017,Feb,X85-Y09,Tätlicher Angriff,37
2017,Feb,Y10-Y34,"Ereignis, dessen nähere Umstände unbestimmt sind",131
2017,Mär,Insgesamt,Insgesamt,82933
2017,Mär,A00-B99,KAPITEL I: Bestimmte infektiöse und parasitäre Krankheiten,1518
2017,Mär,A00-A09,Infektiöse Darmkrankheiten,447
2017,Mär,A15-A19,Tuberkulose,18
2017,Mär,B15-B19,Virushepatitis,71
2017,Mär,B20-B24,HIV-Krankheit (Humane Immundefizienz-Viruskrankheit),27
2017,Mär,C00-D48,KAPITEL II: Neubildungen,19689
2017,Mär,C00-C97,Bösartige Neubildungen,19009
2017,Mär,C15-C26,Bösartige Neubildungen der Verdauungsorgane,5889
2017,Mär,C30-C39,Bösartige Neubildungen der Atmungsorgane und sonstiger intrathorakaler Organe,3933
2017,Mär,C43-C44,Melanom und sonstige bösartige Neubildungen der Haut,276
2017,Mär,C50,Bösartige Neubildung der Brustdrüse,1521
2017,Mär,C51-C58,Bösartige Neubildungen der weiblichen Genitalorgane,935
2017,Mär,C60-C63,Bösartige Neubildungen der männlichen Genitalorgane,1194
2017,Mär,C64-C68,Bösartige Neubildungen der Harnorgane,1277
2017,Mär,C81-C96,"Bösartige Neubildungen des lymphatischen, blutbildenden und verwandten Gewebes",1656
2017,Mär,D50-D89,KAPITEL III: Krankheiten des Blutes und der blutbildenden Organe sowie bestimmte Störungen mit Beteiligung des Immunsystems,328
2017,Mär,E00-E90,"KAPITEL IV: Endokrine, Ernährungs- und Stoffwechselkrankheiten",2990
2017,Mär,E10-E14,Diabetes mellitus,2169
2017,Mär,F00-F99,KAPITEL V: Psychische und Verhaltensstörungen,4708
2017,Mär,F10-F19,Psychische und Verhaltensstörungen durch psychotrope Substanzen,544
2017,Mär,F10,Psychische und Verhaltensstörungen durch Alkohol,481
2017,Mär,G00-G99,KAPITEL VI: Krankheiten des Nervensystems,2826
2017,Mär,I00-I99,KAPITEL IX: Krankheiten des Kreislaufsystems,31486
2017,Mär,I10-I15,Hypertonie (Hochdruckkrankheit),3971
2017,Mär,I20-I25,Ischämische Herzkrankheiten,11504
2017,Mär,I21,Akuter Myokardinfarkt,4283
2017,Mär,I22,Rezidivierender Myokardinfarkt,0
2017,Mär,I30-I52,Sonstige Formen der Herzkrankheit,8476
2017,Mär,I60-I69,Zerebrovaskuläre Krankheiten,5087
2017,Mär,I64,"Schlaganfall, nicht als Blutung oder Infarkt bez.",1146
2017,Mär,I70-I79,"Krankheiten der Arterien, Arteriolen und Kapillaren",1136
2017,Mär,J00-J99,KAPITEL X: Krankheiten des Atmungssystems,6914
2017,Mär,J00-J06,Akute Infektionen der oberen Atemwege,17
2017,Mär,J09-J18,Grippe und Pneumonie,2230
2017,Mär,J10,Grippe durch nachgewiesene Influenzaviren,65
2017,Mär,J11,"Grippe, Viren nicht nachgewiesen",141
2017,Mär,J20-J22,Sonstige akute Infektionen der unteren Atemwege,81
2017,Mär,J40-J47,Chronische Krankheiten der unteren Atemwege,3614
2017,Mär,K00-K93,KAPITEL XI: Krankheiten des Verdauungssystems,3583
2017,Mär,K70-K77,Krankheiten der Leber,1368
2017,Mär,N00-N99,KAPITEL XIV: Krankheiten des Urogenitalsystems,2152
2017,Mär,O00-O99,"KAPITEL XV: Schwangerschaft, Geburt und Wochenbett",1
2017,Mär,P00-P96,"KAPITEL XVI: Bestimmte Zustände, die ihren Ursprung in der Perinatalperiode haben",152
2017,Mär,Q00-Q99,"KAPITEL XVII: Angeborene Fehlbildungen, Deformitäten und Chromosomenanomalien",209
2017,Mär,R00-R99,"KAPITEL XVIII: Symptome und abnorme klinische und Laborbefunde, die a.n.k. sind",2449
2017,Mär,R95,Plötzlicher Kindstod,10
2017,Mär,S00-T98,"KAPITEL XIX: Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",3368
2017,Mär,S00-S09,Verletzungen des Kopfes,726
2017,Mär,S70-S79,Verletzungen der Hüfte und des Oberschenkels,534
2017,Mär,T00-T07,Verletzungen mit Beteiligung mehrerer Körperregionen,266
2017,Mär,T20-T32,Verbrennungen oder Verätzungen,34
2017,Mär,T33-T35,Erfrierungen,1
2017,Mär,T51-T65,Toxische Wirkungen von vorwiegend nicht medizinisch verwendeten Substanzen,131
2017,Mär,T66-T78,Sonstige und n.n.bez. Schäden durch äußere Ursachen,530
2017,Mär,V01-V99,Transportmittelunfälle,231
2017,Mär,W00-W19,Stürze,1219
2017,Mär,W65-W74,Unfälle durch Ertrinken und Untergehen,32
2017,Mär,X60-X84,Vorsätzliche Selbstbeschädigung,850
2017,Mär,X85-Y09,Tätlicher Angriff,28
2017,Mär,Y10-Y34,"Ereignis, dessen nähere Umstände unbestimmt sind",159
2017,Apr,Insgesamt,Insgesamt,73204
2017,Apr,A00-B99,KAPITEL I: Bestimmte infektiöse und parasitäre Krankheiten,1368
2017,Apr,A00-A09,Infektiöse Darmkrankheiten,400
2017,Apr,A15-A19,Tuberkulose,19
2017,Apr,B15-B19,Virushepatitis,64
2017,Apr,B20-B24,HIV-Krankheit (Humane Immundefizienz-Viruskrankheit),26
2017,Apr,C00-D48,KAPITEL II: Neubildungen,18724
2017,Apr,C00-C97,Bösartige Neubildungen,18137
2017,Apr,C15-C26,Bösartige Neubildungen der Verdauungsorgane,5607
2017,Apr,C30-C39,Bösartige Neubildungen der Atmungsorgane und sonstiger intrathorakaler Organe,3698
2017,Apr,C43-C44,Melanom und sonstige bösartige Neubildungen der Haut,286
2017,Apr,C50,Bösartige Neubildung der Brustdrüse,1555
2017,Apr,C51-C58,Bösartige Neubildungen der weiblichen Genitalorgane,919
2017,Apr,C60-C63,Bösartige Neubildungen der männlichen Genitalorgane,1147
2017,Apr,C64-C68,Bösartige Neubildungen der Harnorgane,1147
2017,Apr,C81-C96,"Bösartige Neubildungen des lymphatischen, blutbildenden und verwandten Gewebes",1551
2017,Apr,D50-D89,KAPITEL III: Krankheiten des Blutes und der blutbildenden Organe sowie bestimmte Störungen mit Beteiligung des Immunsystems,308
2017,Apr,E00-E90,"KAPITEL IV: Endokrine, Ernährungs- und Stoffwechselkrankheiten",2687
2017,Apr,E10-E14,Diabetes mellitus,1983
2017,Apr,F00-F99,KAPITEL V: Psychische und Verhaltensstörungen,3834
2017,Apr,F10-F19,Psychische und Verhaltensstörungen durch psychotrope Substanzen,531
2017,Apr,F10,Psychische und Verhaltensstörungen durch Alkohol,448
2017,Apr,G00-G99,KAPITEL VI: Krankheiten des Nervensystems,2398
2017,Apr,I00-I99,KAPITEL IX: Krankheiten des Kreislaufsystems,27424
